,ra,dec,Vmag,plx,sy_dist,name
2899,297.96087779930997,-39.87437175263,5.33,10.3412,96.70057633543496,V* V3961 Sgr                       
2900,249.09363126313707,-35.25533141158,4.156,10.3453,96.66225242380598,* H Sco                            
2901,153.37763462048,-66.37281118159,5.141,10.3518,96.60155721710233,* M Car                            
2902,189.81152900859996,-7.99556495718,4.643,10.3526,96.5940923053146,* chi Vir                          
2903,1.1749220868799999,67.16644512107001,5.676,10.3544,96.57730047129724,HD 225216                          
2904,237.52951508676998,-53.209770717050006,5.78,10.359,96.53441451877595,HD 141168                          
2905,351.78083381973994,42.91200990904,5.736,10.3618,96.50832866876411,* 13 And                           
2906,277.2993773804979,-14.565802914842223,4.675,10.3621,96.50553459240888,* gam Sct                          
2907,351.75387758728994,87.30751146232,5.56,10.3621,96.50553459240888,HD 221525                          
2908,165.81199699584,-11.303468993140001,5.511,10.3622,96.50460326957595,HD 95808                           
2909,9.966458830239999,-44.79629201011,5.998,10.3628,96.49901571003976,HD 3750                            
2910,106.07628917543998,-56.74970225008,5.17,10.3632,96.49529102979774,V* V386 Car                        
2911,119.93397109640999,-3.67958566976,4.934,10.3645,96.48318780452506,* 27 Mon                           
2912,286.24030228311995,-4.03142254368,5.394,10.3724,96.40970267247695,* h Aql                            
2913,192.10940639485997,-27.597383655989997,5.658,10.3805,96.33447329126729,HD 111295                          
2914,100.99702978193999,13.22799990159,4.49,10.3816,96.324266009093,* 30 Gem                           
2915,174.53028989031998,-61.82653122357,5.14,10.3827,96.3140608897493,HD 101189                          
2916,329.09487781905995,-37.25365462157,5.443,10.3841,96.30107568301538,HD 208321                          
2917,284.07063020866997,-42.71067309243,5.346,10.3847,96.29551166620124,HD 175219                          
2918,120.30790951171,4.87986726041,5.64,10.3925,96.22323791195574,HD 65900                           
2919,332.64061282756,-4.26685522072,5.98,10.3957,96.1936185153477,HD 210434                          
2920,65.46585930913999,56.50631529641,5.92,10.4168,95.99877121572844,HD 27322                           
2921,33.25000132715,8.84670235065,4.35,10.4184,95.98402825769793,* ksi01 Cet                        
2922,58.57292416666666,-2.9547343055555557,4.45,10.42,95.96928982725528,* 32 Eri                           
2923,45.291775454159996,-7.66300911127,5.75,10.4216,95.9545559223152,* rho01 Eri                        
2924,191.57059706420708,-68.10787540935777,4.0,10.4285,95.89106774703936,* bet Mus B                        
2925,303.56053972259997,28.69481717286,5.189,10.4302,95.87543863013174,* 21 Vul                           
2926,279.8095537089599,-47.9097644446,5.84,10.4348,95.83317361137732,HD 171819                          
2927,88.13827100325,-37.63106187345,5.615,10.4365,95.81756335936376,HD 39720                           
2928,216.61402119599998,19.22689967908,5.394,10.4374,95.8093011669573,* f Boo                            
2929,283.83375974011915,43.946089580494444,4.0,10.4404,95.78177081337878,* 13 Lyr                           
2930,132.10821118485208,5.837812490561666,4.337,10.4431,95.75700701898863,* rho Hya                          
2931,44.69029234138,39.6627265502,4.7,10.4437,95.75150569242702,* pi. Per                          
2932,180.41442516731,36.042077177799996,5.57,10.4502,95.69194847945494,HD 104438                          
2933,144.2912211829,-32.178677066359995,5.63,10.4548,95.64984504725102,HD 83380                           
2934,71.03325622729999,-18.66658548177,5.522,10.4566,95.63337987491154,HD 30127                           
2935,53.14501021098999,-50.37864530624,5.658,10.4594,95.60777864887086,HD 22231                           
2936,344.89899076428,-29.462311848029998,5.503,10.4606,95.59681089038871,V* WX PsA                          
2937,356.97821197986997,67.80680903148,5.044,10.4629,95.57579638532339,HD 223274                          
2938,11.54898309319,-22.52210294359,5.5,10.4672,95.53653317028432,HD 4398                            
2939,258.32449167556996,-67.19659002367,5.873,10.4684,95.52558175079285,HD 154903                          
2940,305.9715694166666,-42.42287155555555,5.64,10.47,95.51098376313276,* kap02 Sgr                        
2941,88.87571478682999,-4.616544484269999,5.857,10.4716,95.49639023644906,HD 39910                           
2942,87.40226422184998,-14.48366662732,5.58,10.4735,95.47906621473241,HD 39070A                          
2943,123.51220570343996,-40.34786713897,4.44,10.489,95.33797311469158,* h02 Pup                          
2944,320.50174229597997,49.38884724921,5.671,10.4924,95.30707940985856,HD 203644                          
2945,220.18302382701998,16.417797635270002,5.761,10.5019,95.22086479589407,* pi.02 Boo                        
2946,343.52909491785994,40.37687034487,5.805,10.5059,95.18461055216592,HD 216646                          
2947,0.9349492958375,-17.335991442864444,4.536,10.5075,95.17011658339283,* 2 Cet                            
2948,345.99849532198,-41.478894681330004,5.796,10.5079,95.16649378086964,HD 217842                          
2949,116.53103507766,18.5099981036,4.87,10.5086,95.16015454009097,* g Gem                            
2950,162.57523494837,-8.897764938189999,5.791,10.516,95.09319132750096,* 41 Sex                           
2951,109.50922710316998,40.883393655649996,5.87,10.5189,95.06697468366463,* 64 Aur                           
2952,342.83724361594,-29.536306576970002,5.987,10.5194,95.06245603361408,* 21 PsA                           
2953,178.22717287499998,-33.90812977777777,4.28,10.53,94.9667616334283,* bet Hya                          
2954,206.68051402544,25.702237479889998,5.965,10.5423,94.85596122288305,* 3 Boo                            
2955,47.822424902448326,39.61158091384389,4.607,10.546,94.82268158543523,* ome Per                          
2956,88.03220444442,-9.04190135932,5.96,10.5492,94.79391802221969,HD 39421                           
2957,95.98795783333333,-52.69566138888889,-0.74,10.55,94.7867298578199,* alf Car                          
2958,133.26574583852997,-56.64948542658,5.998,10.5509,94.77864447582671,HD 76346                           
2959,86.71722598343,9.52233982787,5.768,10.5552,94.74003334849175,HD 38527                           
2960,129.32847167108,-62.853464720590004,5.456,10.5574,94.72029098073389,HD 73887                           
2961,353.65917804020995,33.497328287580004,5.621,10.558,94.71490812653911,* 73 Peg                           
2962,25.512474237019994,-36.832303754440005,5.698,10.5668,94.6360298292766,HD 10538                           
2963,198.20334483116994,-66.22674880629,5.897,10.5705,94.60290430916231,HD 114570                          
2964,238.06898409022997,55.826712157390006,5.8,10.58,94.5179584120983,HD 142531                          
2965,351.5116077619258,-20.64201798658,4.39,10.5874,94.45189564954569,* b02 Aqr                          
2966,355.48620748212994,7.25054859607,5.891,10.5925,94.40641963653529,HD 222602                          
2967,104.96056281194,-67.91644452569001,5.17,10.5936,94.39661682525298,HD 53501                           
2968,85.61020222306,65.69764926891,5.609,10.5949,94.38503430895996,HD 37289                           
2969,182.53116909374998,-22.6197672175,2.98,10.5984,94.35386473429952,* eps Crv                          
2970,351.33110321090993,-56.84898376169,5.597,10.5993,94.34585302803016,HD 220572                          
2971,46.29414104166666,38.84027619444445,3.39,10.6,94.33962264150944,* rho Per                          
2972,49.879169365396656,-21.75786539698972,3.7,10.6153,94.20364944937967,* tau04 Eri                        
2973,290.46206439322,-18.30838925039,5.845,10.6201,94.16107192964284,* rho02 Sgr                        
2974,357.36447579925994,1.07612902536,5.7,10.6384,93.99909760866295,* 21 Psc                           
2975,113.29073298015999,-24.710734251999998,5.83,10.6424,93.96376757122454,HD 60345                           
2976,284.10715975049,65.25808452928,5.621,10.6432,93.956704750451,HD 176598                          
2977,277.7701727916116,-32.98909825093667,5.386,10.6451,93.93993480568525,HD 170479                          
2978,339.66271566194996,63.58447137441,5.188,10.6477,93.91699615879486,* 30 Cep                           
2979,11.412819038499999,74.98807060352,5.652,10.6528,93.87203364373687,* 21 Cas                           
2980,199.31511643373997,13.675751874,5.33,10.6535,93.86586567794622,HD 115478                          
2981,75.68914511596999,-4.21012113939,5.853,10.6551,93.85177051365075,HD 32393                           
2982,131.51031597383,-2.04865580421,5.685,10.6581,93.82535348701927,HD 74794                           
2983,16.827768009009997,-61.77528841968,5.342,10.6658,93.75761780644676,* iot Tuc                          
2984,288.8851404878346,-25.25668668234528,4.86,10.6661,93.75498073335146,* psi Sgr                          
2985,309.26946841037,26.46194621914,5.583,10.6692,93.72773966183031,* 27 Vul                           
2986,218.87676733749998,-42.15782521722222,2.31,10.67,93.7207122774133,* eta Cen                          
2987,331.25207849002993,62.78567119751,5.265,10.6734,93.69085764611089,* 20 Cep                           
2988,85.61930095694,1.4746293993900002,4.9,10.6744,93.68208049164356,* b Ori                            
2989,178.99340478049996,56.598557749040005,5.824,10.6761,93.66716310263112,* 66 UMa                           
2990,17.66384336031,68.77862267949,5.309,10.6799,93.63383552280453,* 31 Cas                           
2991,125.47752578053999,-17.58633710341,5.711,10.6885,93.55849745053095,HD 70523                           
2992,191.66150767897,16.5776878118,5.12,10.6919,93.52874606010157,* 27 Com                           
2993,134.15602225985998,64.60382733463999,5.56,10.6969,93.48502837270613,* 6 UMa                            
2994,325.66461700421206,-18.866320884226667,4.726,10.6991,93.465805535045,* kap Cap                          
2995,252.4464845473208,-59.04137934712222,3.744,10.6993,93.4640583963437,* eta Ara                          
2996,16.420600536865415,21.473191900011386,5.273,10.7087,93.38201649126411,* 74 Psc A                         
2997,230.28170537429997,-5.82485241704,5.537,10.7093,93.37678466379687,HD 136479                          
2998,243.86931238958996,18.808088220640002,5.69,10.7115,93.35760631097419,* 16 Her                           
2999,184.58676960730583,-79.31223407416667,4.229,10.7116,93.35673475484522,* bet Cha                          
3000,83.81448024944999,-33.079726952390004,5.755,10.7201,93.28271191500079,HD 37192                           
3001,76.69021995077998,-4.65516695143,5.12,10.7278,93.21575719159566,* 66 Eri                           
3002,30.79854294540999,0.12850817664,5.423,10.7315,93.18361831989937,* 60 Cet                           
3003,106.01163603516665,-42.33728669057417,5.19,10.7379,93.1280790471135,* C Pup                            
3004,206.64856994853,54.432678766289996,5.675,10.7417,93.09513391735014,* 84 UMa                           
3005,163.90333897647997,24.74972842488,4.477,10.742,93.0925339787749,* 54 Leo A                         
3006,107.09183131044,15.93067661752,5.476,10.7433,93.08126925618758,* 45 Gem                           
3007,208.02025959959,-52.81152953918,5.257,10.7449,93.0674087241389,* N Cen                            
3008,134.88606074983997,32.41855930678,5.22,10.7481,93.03970004000708,* sig03 Cnc                        
3009,330.81857563765,-6.52240735181,5.543,10.7574,92.95926524996746,* 30 Aqr                           
3010,221.62080455755998,-47.4411175629,5.74,10.7633,92.9083087900551,HD 129858                          
3011,96.83521067154999,2.90828785543,5.543,10.7647,92.8962256263528,HD 45415                           
3012,82.69604545833332,5.9481368055555555,4.2,10.77,92.85051067780873,* 32 Ori                           
3013,275.18930099999994,71.33781941666666,4.22,10.77,92.85051067780873,* phi Dra                          
3014,235.48663508476997,-19.67879299614,4.72,10.7725,92.82896263634254,* kap Lib                          
3015,209.08240128331997,-46.59294916516,5.815,10.7865,92.7084781903305,HD 121416                          
3016,291.26684362094,-29.30935774853,5.93,10.7872,92.70246217739543,HD 182286                          
3017,96.05767657207,-60.28132294182,5.766,10.7891,92.6861369344987,HD 45557                           
3018,225.77522738316998,35.20579424462,5.513,10.7895,92.68270077390055,HD 133392                          
3019,222.57211788283996,-27.960361231049998,4.41,10.8024,92.57202103236318,* E Hya                            
3020,17.186994314657497,86.25709066820444,4.225,10.8034,92.56345224651498,* 2 UMi                            
3021,233.70060521505997,10.53885562508,4.14,10.8056,92.54460650033316,* del Ser A                        
3022,136.03866521203622,-47.09773507749556,3.75,10.8265,92.365953909389,* c Vel                            
3023,2.2601030964699995,18.21196521971,5.555,10.8284,92.34974696169333,* 87 Peg                           
3024,21.673663140529996,19.24042391307,5.495,10.8298,92.33780863912537,* 94 Psc                           
3025,203.53043914812997,55.3484346165,5.588,10.83,92.33610341643583,* 81 UMa                           
3026,116.56750514760998,10.76825170496,5.237,10.8334,92.30712426385068,* 11 CMi                           
3027,252.39440798503995,13.26113762472,5.91,10.8467,92.19393917043892,HD 151862                          
3028,174.17045502168125,-9.802222701550557,4.673,10.8503,92.1633503221109,* tet Crt                          
3029,356.98559133865996,-2.76159786283,5.49,10.8544,92.12853773584905,* 20 Psc                           
3030,248.52576011026997,42.4370094863,4.196,10.856,92.11495946941784,* sig Her                          
3031,12.170601310553332,7.585081917256667,4.44,10.8577,92.1005369461304,* del Psc                          
3032,264.32970770833333,-42.997828,1.85,10.86,92.08103130755065,* tet Sco                          
3033,179.98713958009995,3.65520461694,5.345,10.8636,92.05051732390737,* b Vir                            
3034,234.45017301302997,-23.14170709737,5.79,10.8658,92.03187984317768,HD 139254                          
3035,216.73013379233663,-83.6678847301364,4.304,10.8706,91.99124243372032,* del Oct                          
3036,226.85812567252998,-49.088608039600004,5.766,10.8712,91.98616528074179,HD 133631                          
3037,292.34230847621996,14.596019196950001,5.564,10.8726,91.97432076964112,HD 183492                          
3038,235.71150087874994,52.36090107231,5.482,10.8943,91.79112012703892,V* BP Boo                          
3039,67.50147980130998,83.34037678643999,5.472,10.8969,91.76921876864061,HD 26659                           
3040,281.61914094230997,-0.9616924715699999,5.9,10.8978,91.76163996402943,* 5 Aql A                          
3041,67.16265529629,-19.45887313662,5.933,10.9031,91.71703460483715,HD 28479                           
3042,206.74906147707998,38.5426958834,5.501,10.9069,91.68508008691745,HD 120164                          
3043,182.22417013276998,-44.3259899023,5.746,10.908,91.67583425009168,V* V788 Cen                        
3044,133.46085183461,-47.52069975682,5.302,10.9221,91.55748436655954,HD 76360                           
3045,124.57836195036,-65.61319220956,5.056,10.9324,91.47122315319601,HD 70514                           
3046,207.16139674,31.19020670618,5.57,10.9609,91.23338411991715,HD 120420                          
3047,275.87011112106995,-36.23798837482,5.518,10.963,91.21590805436469,HD 168838                          
3048,111.24241675113998,11.66952291314,5.361,10.9796,91.07799919851361,* 1 CMi                            
3049,113.33151923513998,-19.412525664279997,5.63,10.9801,91.07385178641361,HD 60341                           
3050,303.8490362816999,33.7290858842,5.698,10.9821,91.05726591453363,HD 192787                          
3051,300.49416398695996,-13.637215291879999,5.69,10.9894,90.99677871403352,* 63 Sgr                           
3052,225.36287047080998,60.204462003930004,5.92,10.991,90.9835319807115,HD 133388                          
3053,29.91172942547,-42.030532359329996,5.563,11.0072,90.84962569954212,HD 12296                           
3054,354.41483333435997,-13.06024123397,5.654,11.0119,90.81085008036759,HD 222093                          
3055,338.90156570726,-23.99109412799,5.964,11.0125,90.80590238365494,HD 213986                          
3056,87.56994058244999,-79.36136108772999,5.451,11.018,90.76057360682519,* kap Men                          
3057,151.97612548615248,9.997506874934166,4.38,11.0209,90.73669119581886,* 31 Leo                           
3058,140.45850964968997,-55.51468858752,5.608,11.0346,90.62403711960562,HD 81157                           
3059,200.75464445162999,-17.73527455723,5.354,11.0383,90.59366025565532,* 63 Vir                           
3060,103.32838410203999,-19.03269422368,5.648,11.0392,90.58627436770782,HD 50644                           
3061,261.69227212224996,34.695801082749995,5.94,11.0421,90.56248358554986,HD 158261                          
3062,296.06918833997,37.354356150840005,4.887,11.0494,90.50265172769562,* 15 Cyg                           
3063,41.385976542639995,-67.61661676407999,4.82,11.0516,90.48463570885664,* zet Hyi                          
3064,276.49640400057,65.56348092883,4.823,11.056,90.44862518089725,* 42 Dra                           
3065,2.5091791733599993,11.14581580835,5.53,11.0592,90.42245370370371,* 34 Psc                           
3066,183.74823477722998,-20.84423546666,5.807,11.062,90.39956608208281,HD 106485                          
3067,257.67633011432997,-44.55769775834,5.08,11.0711,90.32526126581823,HD 154948                          
3068,299.27628828806996,-58.90135170707,5.241,11.0714,90.32281373629351,HD 188162                          
3069,188.41216454311999,33.2475818244,5.38,11.0859,90.20467440622772,HD 109317                          
3070,317.19526487582993,-88.95649953627,5.42,11.1005,90.08603216071347,* sig Oct                          
3071,111.78329130113082,-17.864863676730835,5.62,11.1127,89.98713184014686,HD 58954                           
3072,25.732763653399996,70.62252558405,5.174,11.1166,89.95556195239551,* 42 Cas                           
3073,260.49782373427,-67.77066898814999,4.78,11.1175,89.94827973915,* zet Aps                          
3074,335.0070025958395,-80.43974713422168,5.177,11.122,89.91188635137566,* eps Oct                          
3075,66.00919305987999,-34.016849511829996,3.96,11.127,89.87148377819716,* 43 Eri                           
3076,186.07728709571998,26.098589278829998,5.18,11.1318,89.83273145403258,* 13 Com                           
3077,311.54161670262994,-21.51403602227,5.902,11.1349,89.80772166790901,* 17 Cap                           
3078,98.11326986059998,32.45489789697,5.829,11.1431,89.74163383618561,V* WW Aur                          
3079,340.48939943568996,14.51639398764,5.921,11.1472,89.70862638151286,HD 214995                          
3080,196.97422029652998,-10.74040870404,5.151,11.1498,89.68770740282336,* 49 Vir                           
3081,285.98982938273997,-51.01860319145,5.928,11.1536,89.65715105436809,HD 176664                          
3082,241.85136255822417,-20.868764431784722,4.33,11.1539,89.65473959780884,* ome02 Sco                        
3083,99.94882152862,12.9827697938,5.978,11.159,89.61376467425396,HD 47575                           
3084,253.72987639177992,20.958490530109998,5.387,11.1644,89.57042026441187,HD 152815                          
3085,56.13101386634,36.46009427221,5.588,11.1661,89.55678347856458,HD 23193                           
3086,343.80695367221,8.81618146013,4.9,11.1664,89.5543774179682,* rho Peg                          
3087,197.48745391069997,-5.539004065219999,4.397,11.1834,89.41824489868912,* tet Vir                          
3088,316.50474179211,-30.12514533774,5.687,11.1843,89.411049417487,* del Mic                          
3089,57.51843813039999,44.9678690666,5.657,11.1856,89.4006579888428,HD 23838                           
3090,25.514540178919997,35.245705253880004,5.64,11.1882,89.37988237607479,HD 10390                           
3091,73.82774096646,-16.41777065969,5.715,11.1892,89.37189432667215,* R Eri                            
3092,314.6743327612499,-14.48312505359,5.963,11.1896,89.36869950668478,V* DV Aqr                          
3093,133.7618670772083,-60.644609514066666,3.8,11.1941,89.3327735146193,* c Car                            
3094,138.96907909215997,72.94632447542,5.93,11.1964,89.31442249294416,HD 78935                           
3095,283.30646246502994,50.70822056539,4.92,11.1969,89.31043413802036,HD 175535                          
3096,201.73668118164,78.6438701226,5.742,11.1974,89.30644613928233,HD 117566                          
3097,332.4968459138362,33.178222333123884,4.29,11.199,89.2936869363336,* pi. Peg                          
3098,65.64559882086999,25.62931599318,5.378,11.2029,89.26260164778763,* chi Tau                          
3099,328.54321982717994,-4.27617589401,5.704,11.2047,89.24826189009968,HD 208111                          
3100,17.09616910146708,-55.24576000440917,4.014,11.208,89.22198429693076,* zet Phe                          
3101,83.28078088356999,-35.13937421575,5.758,11.2133,89.17981325747104,HD 36874                           
3102,202.30416908564996,10.81830919212,5.646,11.2146,89.16947550514507,* 71 Vir                           
3103,343.79567347152,-4.98790253869,5.757,11.2152,89.16470504315572,HD 216718                          
3104,324.43929238219994,19.31860917015,5.448,11.2171,89.1496019470273,* 5 Peg                            
3105,33.09283345833333,30.3030675,4.952,11.22,89.12655971479501,* iot Tri                          
3106,292.17637467226206,24.664905852074998,4.45,11.2238,89.09638446871826,* alf Vul                          
3107,117.92927037883997,-21.17366009583,5.607,11.2249,89.08765334212332,HD 64152                           
3108,119.46549649976998,-45.577669059170006,5.123,11.2254,89.08368521388992,* O Pup                            
3109,201.27782544966996,23.854420129290002,5.745,11.2467,88.91497061360221,HD 116706                          
3110,36.64673851995,-20.042616971410002,5.881,11.2536,88.86045354375489,HD 15220                           
3111,166.81954127332997,-42.63867989248,5.24,11.255,88.84940026654819,* 46 Cen                           
3112,355.15895331927,-32.073124180060006,5.303,11.2737,88.70202329315133,* mu. Scl                          
3113,30.311345277549993,-30.00183035368,5.35,11.2737,88.70202329315133,* pi. For                          
3114,282.22244274324,19.32871642972,5.88,11.2782,88.66663120001418,HD 174262                          
3115,205.43654344988997,-54.55942631305,5.217,11.281,88.64462370357236,* Q Cen A                          
3116,186.60026842789,27.26823883518,4.95,11.2826,88.63205289560916,* 14 Com                           
3117,332.30677123193993,33.172354788819995,5.582,11.2851,88.61241814427875,* pi.01 Peg                        
3118,124.88453774424998,75.75690733417,5.541,11.2853,88.61084773998033,HD 68375                           
3119,62.29152508409,19.609217126980003,5.504,11.2909,88.56689900716505,* ome01 Tau                        
3120,89.76797220261999,-9.55825277904,5.029,11.2998,88.4971415423282,* 2 Mon                            
3121,33.09283205386,30.30307032773,5.162,11.3011,88.48696144623091,* iot Tri A                        
3122,126.67480302688998,-12.53460415238,5.52,11.3088,88.42671194114318,HD 71377                           
3123,284.18764889098,57.81481655284,5.663,11.3105,88.41342115733168,* 48 Dra                           
3124,298.05001715049997,-19.04500230569,5.896,11.3269,88.28540907044292,* 57 Sgr                           
3125,112.95168546232999,17.08604575659,5.442,11.3298,88.26281134706701,HD 59686                           
3126,251.69982477288994,-39.37696418783,5.481,11.3351,88.22154193610996,HD 151078                          
3127,299.6892842931549,19.492146130476666,3.47,11.3375,88.20286659316427,* gam Sge                          
3128,126.81981469560999,-70.09348349435,5.507,11.3465,88.13290441986516,HD 72337                           
3129,259.50283457924,-24.286902213380003,5.11,11.3612,88.01887124599514,* omi Oph A                        
3130,98.40068513399999,14.15516469874,5.553,11.3645,87.99331250824937,HD 46374                           
3131,124.46005840380998,59.57113417877,5.63,11.3651,87.98866705968271,* 29 Lyn                           
3132,37.918846055079996,-79.10941608214,5.275,11.3671,87.97318577297638,* mu. Hyi                          
3133,163.90331908333332,24.749717305555556,4.32,11.37,87.95074758135445,* 54 Leo                           
3134,21.405164348499998,-14.59878515818,4.907,11.3726,87.93064031092274,* 46 Cet                           
3135,209.11615310432998,1.05058052801,5.898,11.3738,87.92136313281401,* 92 Vir                           
3136,273.91922735282,-63.055363914279994,5.582,11.3747,87.91440653379868,HD 166599                          
3137,16.423796294539997,21.465447779639998,5.455,11.3778,87.89045333895832,* 74 Psc B                         
3138,349.87419891742996,48.62532307964,5.44,11.3828,87.8518466458165,* 11 And                           
3139,236.66669321671998,62.59955643167,5.194,11.3856,87.83024170882517,HD 141653                          
3140,241.48258036901996,-72.40090078530001,5.685,11.3858,87.82869890565442,HD 143346                          
3141,84.91225429958332,-34.07410971972222,2.65,11.4008,87.71314293733772,* alf Col                          
3142,64.90293703908999,21.77349078551,5.346,11.4023,87.70160406233829,* 56 Tau                           
3143,283.77973942563995,-22.671283787580002,4.98,11.4104,87.63934656103204,* nu.02 Sgr                        
3144,281.59267448611996,75.43395556218,5.358,11.415,87.60402978537013,* 50 Dra                           
3145,245.45296160906,69.10939293335,5.264,11.416,87.59635599159074,HD 148293                          
3146,178.67724328758374,-25.713884423413056,5.272,11.4194,87.57027514580452,HD 103462                          
3147,309.58451870219994,-1.1051172504300002,4.33,11.43,87.48906386701663,* l Aql                            
3148,107.84839940537,-0.30192920468,5.428,11.432,87.4737578726382,* 21 Mon                           
3149,205.23118061034998,-85.78604226753,5.555,11.4403,87.41029518456683,* kap Oct                          
3150,144.25086381025997,-25.29675972299,5.68,11.4429,87.39043424306774,HD 83332                           
3151,65.08840040521999,27.35075230516,4.951,11.4462,87.36523911865946,* phi Tau                          
3152,98.08907307559,-37.69672370211,5.253,11.4692,87.1900394098978,HD 46568                           
3153,94.25513080440999,-37.73744599479,5.534,11.4725,87.16495968620615,HD 43899                           
3154,166.13000375236996,-47.679104338319995,5.668,11.4864,87.05947903607746,HD 96113                           
3155,185.62629746158999,25.84615768343,4.81,11.4903,87.02992959278696,* 12 Com                           
3156,214.65937733738,-18.715962581739998,5.9,11.497,86.97921196833957,V* CS Vir                          
3157,139.60795416666667,35.364075750000005,5.94,11.5,86.95652173913044,HD 80024                           
3158,81.77213161835,-40.943524179049994,5.847,11.509,86.88852202624034,HD 36060                           
3159,242.75861792634996,-29.41621869415,5.102,11.5124,86.86286091518711,HD 145250                          
3160,193.32394595833333,21.244947,4.91,11.52,86.80555555555556,* 35 Com                           
3161,341.02282798774996,41.819234814770006,5.08,11.5268,86.75434639275427,* 13 Lac                           
3162,338.2502571342491,-61.982121818385004,4.81,11.5274,86.74983083782986,* nu. Tuc                          
3163,56.98350138414999,-30.16788279117,5.54,11.5326,86.71071571024747,* rho For                          
3164,197.78700371774,-42.23290045193,5.772,11.5391,86.6618713764505,HD 114435                          
3165,74.98223662797999,-12.53741678567,4.77,11.5441,86.62433624102356,* 64 Eri                           
3166,298.90745241637,52.43893901576,5.02,11.5546,86.54561819535077,* psi Cyg                          
3167,305.0007860688599,13.54808849007,5.938,11.5644,86.47227698799766,HD 193472                          
3168,82.06389586106998,-37.230763238760005,5.552,11.5707,86.425194672751,HD 36187                           
3169,92.18442410118666,-68.84341177329749,5.038,11.5734,86.40503222907702,* nu. Dor                          
3170,87.62045167154999,14.3056071117,5.52,11.5734,86.40503222907702,* 135 Tau                          
3171,206.40371343302,-26.11601024983,5.795,11.579,86.36324380343726,HD 119752                          
3172,182.69206315462998,27.281506097279998,5.987,11.5847,86.32075064524761,HD 105805                          
3173,99.09521767725998,-18.659903985139998,5.695,11.5857,86.31330001639954,* nu.01 CMa                        
3174,213.22393688595747,-10.273703461482222,4.21,11.5878,86.2976578815651,* kap Vir                          
3175,37.68834685452999,0.2557518828,5.99,11.5937,86.25374125602698,HD 15633                           
3176,169.72899849581,1.65039544174,5.904,11.594,86.25150940141452,* 76 Leo                           
3177,336.83317947788,-64.96636020576,4.49,11.5977,86.22399268820543,* del Tuc                          
3178,87.38720972302957,12.651322412640834,4.875,11.5984,86.21878879845497,* 134 Tau                          
3179,163.82175750962998,-60.5170011018,5.92,11.6,86.20689655172414,* T Car                            
3180,36.865713258789995,31.801279346730002,5.552,11.624,86.02890571231933,* 11 Tri                           
3181,203.2419649669108,-10.164998630117777,5.21,11.652,85.82217645039479,* h Vir                            
3182,161.60532160641998,14.19464503772,5.478,11.6536,85.81039335484314,* k Leo                            
3183,340.43918403520996,29.30767528426,4.79,11.6546,85.80303056303948,* omi Peg                          
3184,39.146124898029996,7.730027912975,5.811,11.6563,85.79051671628218,HD 16247                           
3185,230.45153998804454,-36.26137329029805,3.546,11.6616,85.75152637716951,* phi01 Lup                        
3186,276.74340176679584,-45.96845775471667,3.463,11.6696,85.69274011105779,* alf Tel                          
3187,315.01662439449996,7.5161882527,5.995,11.6851,85.57907078244943,HD 199942                          
3188,188.44478559847457,-9.452077370639444,5.48,11.6865,85.56881872245754,* q Vir                            
3189,91.36324410849,-35.51364695243,5.795,11.6885,85.55417718270095,HD 41759                           
3190,1.9454149452499998,-22.508556993,5.923,11.6897,85.54539466367828,HD 319                             
3191,142.88769056059002,-35.714749270480006,5.87,11.69,85.54319931565442,HD 82514                           
3192,154.06012552059,29.310474315420002,5.488,11.6971,85.49127561532346,* 23 LMi                           
3193,199.56045638016,49.682063667959994,5.15,11.6984,85.48177528550913,* 21 CVn                           
3194,4.856976645352916,-8.823919159824722,3.55,11.6996,85.47300762419228,* iot Cet                          
3195,333.19926787100997,34.6045909933,5.343,11.7066,85.4218987579656,HD 210889                          
3196,191.93028654166665,-59.688772,1.25,11.71,85.39709649871904,* bet Cru                          
3197,325.85688473342,38.283591078869996,5.695,11.7145,85.36429211660763,* 79 Cyg                           
3198,133.34399068596997,61.96226615444,5.74,11.7171,85.3453499586075,* b UMa                            
3199,116.37139699746,-14.69053472478,5.997,11.7184,85.33588203167668,* 2 Pup A                          
3200,114.19597942001998,55.75506254973,5.931,11.7198,85.32568815167495,HD 60294                           
3201,91.52308021765998,-29.75862406213,5.784,11.7258,85.28202766548978,HD 41843                           
3202,82.80311450158,-35.47050660183,3.87,11.73,85.25149190110827,* eps Col                          
3203,129.59243846249998,53.40154048431,5.645,11.7352,85.21371599972731,HD 73017                           
3204,8.147853367779998,20.294317696300002,5.37,11.7438,85.15131388477324,* 52 Psc                           
3205,337.16337603439996,-39.13179064003,5.473,11.7446,85.14551368288404,* nu. Gru                          
3206,344.86439059639997,0.96292450723,5.426,11.7463,85.13319087712728,* 2 Psc                            
3207,62.90084880974,-20.35615463333,5.8,11.7466,85.13101663460064,V* GW Eri                          
3208,25.165239407159998,43.29767009205,5.629,11.7559,85.0636701571126,HD 10204                           
3209,312.6740697388299,-12.54490219779,5.872,11.756,85.06294658046954,HD 198431                          
3210,226.20078152407996,-64.03135115138,5.168,11.7561,85.0622230161363,* eta Cir                          
3211,96.36929452899,-69.69030000159,5.38,11.7563,85.06077592439799,* pi.02 Dor                        
3212,283.86442154957,6.61530102475,5.566,11.7677,84.97837300407048,* 62 Ser                           
