,ra,dec,Vmag,plx,sy_dist,name
787,90.86401642466,19.69056282255,5.13,3.8145,262.15755669157164,* 64 Ori                           
788,295.6417011666666,11.826583972222222,5.31,3.82,261.78010471204186,* chi Aql                          
789,106.84332750635998,34.00928883292,5.93,3.8255,261.40373807345446,HD 53686                           
790,238.75150634923997,-19.38293184545,5.957,3.8364,260.6610363882807,* 47 Lib                           
791,35.48594849934,0.39567238831,5.287,3.8443,260.1253804333689,* 69 Cet                           
792,186.26336747943998,56.77782816855,5.81,3.8461,260.0036400509607,* 71 UMa                           
793,247.70566478709998,-61.63350575328,5.182,3.8484,259.8482486228043,HD 148291                          
794,95.98297427492,-25.57763161416,5.6,3.8507,259.69304282338277,HD 45018                           
795,3.3317578318299996,-84.99397718198,5.77,3.8517,259.6256198561674,HD 1032                            
796,272.93801326183996,33.44705875768,5.97,3.8525,259.57170668397146,HD 166988                          
797,55.562093916799995,-31.93836227528,4.973,3.8528,259.5514950166113,* del For                          
798,141.59296029932,-1.46407494629,5.985,3.8541,259.463947484497,HD 81567                           
799,58.53301031291666,31.88363368388889,2.85,3.8556,259.3630044610437,* zet Per                          
800,190.48570492646996,-59.685820679029995,4.94,3.8643,258.77908029914863,* 39 Cru                           
801,249.04667391455,46.6133311674,5.814,3.8708,258.3445282628914,HD 150030                          
802,72.8015240542129,5.605103849968333,3.68,3.8715,258.2978173834431,* pi.04 Ori                        
803,75.85454611254373,60.44224553701305,4.02,3.88,257.7319587628866,* bet Cam                          
804,17.778180493079997,31.42472934753,5.152,3.8814,257.63899623847067,* g Psc                            
805,96.80733781848998,0.29924419928,5.186,3.8856,257.36051060325303,* 77 Ori                           
806,176.82975515124997,-57.69650070789999,5.407,3.8874,257.24134382878015,V* V918 Cen                        
807,90.42941609548998,48.95944563721,5.959,3.8887,257.1553475454522,HD 40486                           
808,302.35674608796995,36.839620544,4.93,3.8921,256.9307057886488,* b02 Cyg                          
809,351.20942671458243,62.28281016386694,4.955,3.8933,256.8515141396758,* 4 Cas                            
810,110.60579136619998,-5.9828289142,5.816,3.8939,256.81193661881406,HD 57749                           
811,341.0217364720908,39.4653479418525,5.99,3.9099,255.76101690580322,HD 215359                          
812,322.24905286693996,22.179439153180002,5.95,3.9121,255.61718769970093,V* NV Peg                          
813,157.98600394308997,-45.069654067810006,5.99,3.9126,255.58452180135973,* s Vel B                          
814,115.46602630629998,13.48045605686,5.8,3.9204,255.0760126517702,HD 61885                           
815,143.435578625,-49.00507613888889,5.12,3.93,254.45292620865138,HD 82984                           
816,63.72443131105165,48.409330648442776,4.16,3.9395,253.83931971062322,* mu. Per                          
817,231.44748901928997,15.42803635108,5.17,3.9411,253.73626652457435,* tau01 Ser                        
818,251.16559671953,-53.152316179079996,5.967,3.9484,253.2671461857968,HD 150576                          
819,239.74048213161996,36.64377062388,5.586,3.9548,252.8572873470213,HD 143435                          
820,198.13716721069997,11.556099674390001,5.77,3.9551,252.83810775960154,HD 114780                          
821,216.53426845332456,-45.221423300891665,4.553,3.9564,252.75502982509354,* tau01 Lup                        
822,142.59761067035998,-58.36183580002,5.888,3.9622,252.3850386149109,V* V482 Car                        
823,157.98931887604,-45.066717792030005,5.668,3.9659,252.14957512796593,* s Vel A                          
824,333.09353775256,63.2910349541,5.778,3.9665,252.11143325349806,HD 211029                          
825,14.458967387009997,28.99221399084,5.438,3.9694,251.9272434121026,* h Psc                            
826,5.442802656948749,-20.058024649999723,5.74,3.9694,251.9272434121026,V* T Cet                           
827,92.54334974938999,-40.35379068447,5.58,3.9737,251.6546291869039,V* AF Col                          
828,300.81833167646,18.5009933397,5.968,3.9791,251.31311100500113,HD 190211                          
829,128.81481369363,-58.22473898685,5.234,3.98,251.25628140703517,* e01 Car                          
830,113.02478678058998,1.91447967575,5.233,3.9896,250.6516944054542,* del01 CMi                        
831,112.3277836026,-1.9053254119299998,5.572,3.99,250.62656641604008,HD 59311                           
832,111.4120820166,9.27609042239,4.986,3.9908,250.57632554876216,* eps CMi                          
833,286.42158421245995,-15.66041959694,5.97,3.9952,250.30036043251903,HD 177517                          
834,318.92686817285994,77.01229692298,5.898,3.9998,250.01250062503124,HD 203399                          
835,117.92495302824999,1.7668684614099999,5.16,4.0023,249.85633260874994,* zet CMi                          
836,81.16049893200999,31.143148339779998,5.925,4.0096,249.4014365522746,HD 35239                           
837,304.41195470044,-12.50821218603,4.27,4.0157,249.02258634858183,* alf01 Cap                        
838,164.87886301582998,-16.35370432373,5.879,4.0171,248.93579945731994,HD 95234                           
839,283.11345739596,-46.59512018187,5.49,4.0175,248.91101431238332,HD 174387                          
840,256.38441163619996,-0.89206603148,5.61,4.0229,248.57689726316835,HD 154445                          
841,147.80031422087995,-59.42577680111,5.778,4.0241,248.50277080589447,HD 85655                           
842,118.26461098386999,-36.36376820744,5.418,4.0255,248.41634579555333,HD 64572                           
843,5.369884336519998,-77.42688172278001,5.959,4.0262,248.37315582931794,HD 1801                            
844,123.59947779942414,-45.8345140374075,5.836,4.0389,247.59216618386196,HD 69302                           
845,109.28565324999998,-37.09747116666667,2.7,4.04,247.5247524752475,* pi. Pup                          
846,336.94272867164995,31.8400461877,5.986,4.0416,247.42676167854313,HD 212988                          
847,142.47710356198996,-26.58961539459,5.479,4.0447,247.23712512670903,HD 82205                           
848,156.31331456883998,8.78484384598,5.61,4.0462,247.14546982353815,* 44 Leo                           
849,200.82872296229996,-4.92442827448,5.858,4.0566,246.51185722033227,* 65 Vir                           
850,49.996955579219986,65.65230155745,4.85,4.0589,246.37216979969938,HD 20336                           
851,120.19711479666998,17.30870055262,5.588,4.0598,246.3175525887975,* 3 Cnc                            
852,0.65038605722,66.09896334535999,5.842,4.0626,246.14778713139373,HD 225009                          
853,285.32232008881994,26.29141041187,5.687,4.0688,245.7727093983484,HD 176871                          
854,30.575451690539996,54.48754031555,5.04,4.0763,245.32051124794546,* g Per                            
855,205.50451787639997,-58.78708771881,5.372,4.0767,245.29644074864473,HD 118978                          
856,108.98819635529999,27.89742097714,5.71,4.0783,245.200205968173,* 53 Gem                           
857,232.85380670971998,77.34935996109,4.982,4.0798,245.11005441443208,* tet UMi                          
858,309.18180497848,-2.54995464288,4.88,4.0825,244.94794856093085,* 70 Aql                           
859,96.98986680181082,-4.7621476108591665,5.041,4.0844,244.83400254627367,* 10 Mon                           
860,118.26514367478455,-49.613043412726945,4.63,4.0845,244.82800832415225,HD 64740                           
861,356.59798519723995,3.48681084702,5.02,4.0894,244.53465055998436,* 19 Psc                           
862,141.35014618675996,-5.11739517807,5.579,4.0923,244.3613615815067,* 28 Hya                           
863,38.91142118439,37.31225909135,5.71,4.0929,244.3255393486281,HD 16028                           
864,341.41993574073996,-46.54732418903,5.51,4.0934,244.29569550984513,HD 215405                          
865,207.78839884484998,34.66439827046,5.87,4.0973,244.0631635467259,HD 120819                          
866,93.08385448949998,32.69338155849999,5.769,4.0982,244.00956517495482,HD 42471                           
867,269.0632540613829,37.25053666671139,3.88,4.1002,243.89054192478415,* tet Her                          
868,123.39269460752999,-50.19607520280999,5.514,4.1002,243.89054192478415,* 16 Vel                           
869,310.48781888676996,-66.76068071647,5.134,4.1019,243.78946341939104,* ups Pav                          
870,118.54587424680999,-35.87728563565,5.463,4.1048,243.61722861040735,HD 64802                           
871,130.8980726264225,-33.186383279466384,3.68,4.1089,243.37413906398305,* alf Pyx                          
872,160.67993483605997,-32.715670284720005,5.624,4.1113,243.23206771580766,HD 92845                           
873,52.71544952955999,-66.48971184276,5.8,4.1151,243.0074603290321,HD 22252                           
874,62.74593413138,33.58677856674,5.74,4.1206,242.68310440227154,HD 26311                           
875,100.13438563403,71.74878599176,5.86,4.1248,242.43599689681926,HD 46509                           
876,244.18032393416996,-53.811111415999996,5.44,4.1305,242.101440503571,V* V368 Nor                        
877,118.161028735915,-38.86281460759139,4.474,4.1369,241.72689695182385,* b Pup                            
878,115.88494452231998,-28.41088574833,4.59,4.1384,241.63928088150013,* 1 Pup                            
879,278.19231163462,23.616797141190002,5.84,4.1393,241.58674171961442,HD 171245                          
880,262.86444440761994,-80.85913223800999,5.856,4.1479,241.0858506714241,V* NO Aps                          
881,12.681657271419999,64.2475693184,5.362,4.1492,241.01031524149232,HD 4775                            
882,11.94189121883,74.84756978925,5.413,4.1495,240.9928907097241,* 23 Cas                           
883,109.06447157273999,-46.77453323223,5.622,4.1499,240.96966191956434,HD 56813                           
884,139.17236146498,-8.7447583502,5.468,4.1533,240.77239785231023,* 24 Hya                           
885,162.35181292279998,-59.323789398660004,5.91,4.1546,240.69705868194288,HD 93943                           
886,294.79850999061995,5.39777221785,5.17,4.1557,240.633346969223,* sig Aql                          
887,159.8266355802304,-55.603267978415836,4.267,4.1595,240.41351123933165,* x Vel                            
888,64.33009093224999,-6.47217386128,5.932,4.1611,240.32106894811469,HD 27179                           
889,48.10984934544,6.66088570356,5.568,4.1635,240.18253872943438,V* EL Cet                          
890,102.73787122005997,67.57193422312,5.122,4.1676,239.9462520395431,* 42 Cam                           
891,347.38107242708327,8.677156564999999,5.14,4.17,239.8081534772182,* 57 Peg                           
892,193.73550174003998,47.196722344959994,5.84,4.1725,239.6644697423607,V* TU CVn                          
893,91.88180343426998,-37.2529192305,4.994,4.1731,239.63001126261054,* tet Col                          
894,58.17353643379,-5.36122718391,5.475,4.1736,239.60130343109066,* 30 Eri                           
895,17.139442762479998,58.26345139107,5.767,4.1778,239.3604289338886,HD 6676                            
896,105.60639113580999,17.75551959209,5.94,4.1788,239.30314922944387,V* NP Gem                          
897,68.47803182660999,-6.73891179199,5.72,4.181,239.17723032767282,* 46 Eri                           
898,313.03622430074995,-5.50705818637,5.554,4.1831,239.0571585666133,* 5 Aqr                            
899,326.25106113621996,-9.08242767233,5.079,4.1906,238.62931322483652,* c Cap                            
900,17.639804339519998,2.44567434002,5.942,4.1948,238.3903880995518,* 33 Cet                           
901,49.05084504458999,50.93766810733,5.03,4.1952,238.36765827612513,HD 20123                           
902,171.04636313613,-72.2566080797,5.583,4.1958,238.333571666905,HD 99264                           
903,63.722218336519994,40.48364037799,4.691,4.1967,238.28246002811733,* f Per                            
904,224.18327105166122,-62.781020934829996,5.11,4.1973,238.24839777952494,* tet Cir                          
905,143.23239358598997,-13.5168042547,5.937,4.1985,238.18030248898415,HD 82660                           
906,289.09205570521914,38.1337420450175,4.38,4.2005,238.06689679800022,* tet Lyr                          
907,289.05432998545996,21.39042903203,4.77,4.2065,237.72732675621063,* 1 Vul                            
908,74.63709287274999,1.71401353676,4.459,4.2093,237.5691920271779,* pi.06 Ori                        
909,108.58359473584,3.11141726386,5.343,4.2151,237.24229555645184,HD 55751                           
910,68.54845190420998,-8.23135155368,5.188,4.22,236.96682464454977,* 47 Eri                           
911,191.89309745842,66.79030426272,5.423,4.2243,236.72561134389127,* 7 Dra                            
912,251.83227894786998,42.23891602906,5.87,4.2278,236.52963716353656,V* V636 Her                        
913,260.43903483067,53.420430097709996,5.677,4.2306,236.37309128728785,HD 157681                          
914,259.13214079507,1.21055515314,5.921,4.2326,236.26139961253133,V* U Oph                           
915,283.62617786873705,36.89861990961611,4.3,4.2352,236.11635814129204,* del02 Lyr                        
916,311.85224024999997,36.49071491666667,4.54,4.24,235.8490566037736,* lam Cyg                          
917,73.76304501802,55.25912706082,5.52,4.2455,235.5435166647038,* 5 Cam                            
918,46.53266889574999,79.41853528542,5.49,4.247,235.46032493524842,HD 18438                           
919,36.20440681294999,10.61055865008,5.478,4.2483,235.3882729562413,* ksi Ari                          
920,282.3958186932,-43.4340978241,5.587,4.25,235.2941176470588,* eta02 CrA                        
921,234.41303506850997,69.28334446138,5.627,4.2577,234.86859102332247,HD 140227                          
922,139.27252857166664,-59.275232029166666,2.26,4.26,234.7417840375587,* iot Car                          
923,311.8522149781196,36.490694432506665,4.76,4.2653,234.4500972967904,* lam Cyg A                        
924,55.53885630981,63.21679683066,5.11,4.2671,234.35119870638138,V* BD Cam                          
925,108.27997569209998,-11.25134221319,5.752,4.2671,234.35119870638138,HD 55589                           
926,165.06126957357998,45.52627396583,5.448,4.2755,233.89077300900482,HD 95212                           
927,319.48869364446,-17.9851386273,5.383,4.277,233.8087444470423,* 30 Cap                           
928,104.73760159246999,3.60235571945,5.947,4.2776,233.7759491303535,HD 51814                           
929,308.32348585807995,-80.96488734688,5.767,4.2823,233.5193704317773,HD 193721                          
930,163.42532687499997,-70.72033752777779,5.99,4.29,233.10023310023308,CD-70 756                          
931,168.80095164025997,23.09550895620472,4.63,4.2936,232.90478852245204,* 72 Leo                           
932,135.28547503216998,-68.68391931951001,5.87,4.2938,232.8939400996786,HD 77887                           
933,242.94832842755997,42.37456654389,5.868,4.2952,232.81802942819888,HD 145931                          
934,320.75206122297,-22.669046782520002,5.6,4.2958,232.78551142976863,HD 203475                          
935,126.46629368055999,-42.15307511956,5.42,4.2977,232.68259766852037,HD 71459                           
936,252.93858978704998,24.6564328174,5.029,4.2981,232.66094320746376,* 51 Her                           
937,309.57752648650995,-81.28906281193,5.889,4.3006,232.52569408919686,HD 194612                          
938,270.01423548895997,16.75091794288,4.67,4.3043,232.32581372116258,* 93 Her                           
939,154.27073140194165,-61.332304641396114,3.35,4.3046,232.3096222645542,* q Car                            
940,290.0668273299999,57.64512154484,5.91,4.3057,232.25027289407066,HD 182190                          
941,355.39370232905,-18.027074353819998,5.344,4.3092,232.0616355704075,* 103 Aqr                          
942,126.38052078925999,-51.727413537050005,5.17,4.3147,231.76582381162072,HD 71510                           
943,212.21219214465998,77.54750978132999,4.805,4.318,231.5886984715146,* 4 UMi                            
944,85.5581615811,-22.37371402528,5.89,4.3208,231.438622477319,* 12 Lep                           
945,233.23008856487,-16.852844783650003,5.499,4.3321,230.8349299415988,* zet04 Lib                        
946,335.04965239406994,-7.8211019432799995,5.339,4.3443,230.1866813986143,* rho Aqr                          
947,181.23839412405997,-60.96825306595,5.96,4.3458,230.10722996916567,HD 104933                          
948,321.94225759195996,66.80909698289,5.41,4.3485,229.96435552489365,* 7 Cep                            
949,238.65770717870998,43.138563912609996,5.38,4.3488,229.9484915378955,* 2 Her                            
950,250.34628230335,-68.29612193362,5.884,4.3534,229.70551752653103,* eta01 TrA                        
951,301.84648944839,-52.88079278415,4.94,4.3579,229.46832189816197,* ksi Tel                          
952,239.74228204473997,-65.0375849518,5.74,4.3592,229.39988988805283,HD 142514                          
953,20.878991190609998,-30.94561642519,5.819,4.3654,229.07408255829935,HD 8498                            
954,176.43320070930997,-45.69013364353,5.271,4.3666,229.01112994091514,HD 102232                          
955,132.90214974198997,-57.63357560202,5.59,4.3676,228.95869585126843,HD 76113                           
956,99.14720688443998,-5.21113973142,5.52,4.3762,228.5087518851972,HD 47054                           
957,281.58587913428994,-22.39217317927,5.366,4.38,228.31050228310502,* 28 Sgr                           
958,355.6159269359399,-15.44802894853,5.257,4.3874,227.92542280165927,HD 222643                          
959,105.21452180056998,-51.40258597081,5.151,4.3905,227.76449151577268,* 23 Car                           
960,108.35010427761998,-22.674241631770002,5.96,4.3923,227.6711517883569,HD 55762                           
961,3.04160235158,-17.93825081253,5.265,4.397,227.42779167614285,HD 787                             
962,159.74841783105995,-58.81685400282,5.979,4.4017,227.18495126882797,HD 92436                           
963,97.95860089201999,-8.15822198496,5.411,4.4027,227.13334998977896,HD 46229                           
964,275.80682218128993,-61.49391192172,4.367,4.4041,227.06114756703982,* ksi Pav                          
965,94.47842353039498,61.515286595788055,5.05,4.4096,226.77793904208997,* 1 Lyn                            
966,140.43036583863997,56.69922042706,5.47,4.4131,226.598082980218,V* CG UMa                          
967,134.14219417796,-16.70874914142,5.929,4.415,226.50056625141565,HD 76579                           
968,277.85705801878,-10.79583566012,5.72,4.4159,226.45440340587425,HD 170740                          
969,70.83997717976,49.97378789964,5.856,4.4166,226.4185119775393,HD 29721                           
970,89.11680845893,9.50939308706,5.964,4.4177,226.3621341422007,HD 39985                           
971,111.99649950783999,-29.155898710219997,5.542,4.4194,226.27505996289088,HD 59256                           
972,109.84322667808999,2.74067606984,5.887,4.4215,226.16759018432657,HD 56989                           
973,142.90112962461998,-73.08091307776,5.454,4.4264,225.91722392915233,* H Car                            
974,126.39806880519998,2.10221804871,5.708,4.4269,225.8917075154171,HD 71095                           
975,85.18969441666665,-1.9425735833333333,1.77,4.43,225.73363431151242,* zet Ori                          
976,337.28326098312,9.12903504478,5.574,4.4408,225.18465141415962,* 36 Peg                           
977,11.109131464189998,47.86398413428,5.648,4.453,224.56770716370983,* 68 Cas                           
978,93.78501010768998,-20.27218456141,5.868,4.4543,224.50216644590623,HD 43396                           
979,133.20007254469,-38.72408816667,5.806,4.4553,224.45177653581126,HD 76110                           
980,146.59719713332,11.81004323564,5.644,4.4601,224.21021950180491,* 18 Leo                           
981,229.60886192878,-0.46123417649000004,5.89,4.4729,223.56860202553153,HD 136028                          
982,157.52686503997998,38.92513217083,5.784,4.4749,223.4686808643769,* 32 LMi                           
983,242.95023068256995,36.42509475828,5.615,4.4757,223.42873740420492,HD 145849                          
984,39.400287798419996,65.74533597132,5.781,4.4786,223.2840619836556,HD 16024                           
985,5.189653794599999,32.911186779139996,5.794,4.4798,223.2242510826376,HD 1632                            
986,29.00011791945,68.68523997607001,4.968,4.4802,223.2043212356591,* ome Cas                          
987,274.5132985105562,-27.042643520009168,4.627,4.486,222.9157378510923,HD 167818                          
988,261.47651858884,16.91757777922,5.98,4.4863,222.90083142010118,V* V640 Her                        
989,108.34749862673999,51.428744811369995,5.5,4.4893,222.75187668456107,V* UY Lyn                          
990,138.95742350641999,56.74140711286,5.266,4.4911,222.66259936318494,* 17 UMa                           
991,194.13203790674999,-72.18521306953001,5.928,4.4915,222.64276967605474,HD 112219                          
992,224.19214600515997,-11.40970003023,5.45,4.4918,222.62789972839397,* ksi02 Lib                        
993,66.27223723592,-61.23819205575,5.922,4.4945,222.49415952831237,HD 28413                           
994,100.12032089396,77.99578274666,5.72,4.4952,222.4595123687489,HD 45866                           
995,28.322268032599997,40.72979042072,5.394,4.4983,222.30620456616944,* 55 And                           
996,253.32312528539995,47.41671211435,5.987,4.5069,221.88200315072442,HD 152812                          
997,319.54613624694997,-4.51947989547,5.812,4.508,221.8278615794144,* 15 Aqr                           
998,261.90647118256,-29.72456687767,5.974,4.5112,221.67050895548857,HD 157955                          
999,338.0676026701,76.22644103313,5.7,4.5118,221.6410301875083,HD 214035                          
1000,89.98374135854999,45.936734916009996,4.25,4.5154,221.4643220977101,* pi. Aur                          
1001,60.93585189096999,5.43561827859,5.33,4.5161,221.42999490711014,* 40 Tau                           
1002,335.33057896027,28.33052968372,4.81,4.5201,221.23404349461296,* 32 Peg                           
1003,184.03145442638,40.66017864422,5.66,4.5205,221.21446742616965,* 2 CVn                            
1004,225.33260925311998,-2.75492280562,5.52,4.5222,221.13130777055417,HD 132833                          
1005,236.6448296251,55.47478833372,5.917,4.5225,221.11663902708682,HD 141472                          
1006,92.98498770251749,14.208767263474165,4.48,4.5235,221.0677572676025,* ksi Ori                          
1007,106.77949071272998,-40.89326950925,5.783,4.5288,220.8090443384561,* D Pup                            
1008,92.81242353741,-65.58941802254999,5.01,4.5312,220.69209039548022,* eta02 Dor                        
1009,128.41012936963,-38.848812756440005,5.908,4.5343,220.54120812473812,HD 72832                           
1010,279.62797636346,-23.50489520314,5.772,4.5347,220.52175447107857,HD 171961                          
1011,190.34576982193997,-46.14558333952,5.816,4.5432,220.1091741503786,HD 110287                          
1012,74.10077803833,-5.17135679291,5.482,4.544,220.0704225352113,* b Eri                            
1013,193.83096582954997,-42.91573320982,5.445,4.5482,219.86720021107254,HD 112213                          
1014,17.375523416666663,47.24179427777778,4.25,4.55,219.78021978021977,* phi And                          
1015,118.67790932874999,47.56459331475,5.446,4.5522,219.67400377839286,* 26 Lyn                           
1016,250.22966451006917,64.58904568811278,4.842,4.5535,219.61128802020426,* g Dra                            
1017,235.08897951859998,-73.44666720333001,5.65,4.5583,219.38003202948465,* kap02 Aps                        
1018,261.3249491888262,-55.529881687777774,2.85,4.5601,219.29343654744412,* bet Ara                          
1019,88.68179404026999,-11.77419390875,5.613,4.5657,219.02446503274416,HD 39853                           
1020,11.637299374829999,15.47550901824,5.38,4.5662,219.00048180105995,* 57 Psc                           
1021,33.560586774369995,-67.84144017048999,5.559,4.5668,218.97170885521595,* pi.01 Hyi                        
1022,343.93544969623997,36.35139583944,5.725,4.5694,218.84711340657418,HD 216831                          
1023,297.64164771247994,38.722418092320005,5.12,4.571,218.7705097352877,* 19 Cyg                           
1024,355.44085990105,-17.816531946410002,4.83,4.5743,218.61268390792034,* 104 Aqr                          
1025,44.91616092975,41.0329403655,5.877,4.5764,218.5123678000175,HD 18482                           
1026,243.85946160941205,-63.685681504846386,3.839,4.5766,218.50281868636105,* del TrA                          
1027,67.05528185229,83.80778722592,5.507,4.5813,218.27865453037347,HD 26356                           
1028,91.92349226941998,-19.165866552969998,5.279,4.5821,218.24054472839967,* 19 Lep                           
1029,265.31767951077995,-46.92183644873,5.79,4.5829,218.20244823146916,HD 160263                          
1030,303.57927190611997,-52.445765368779995,5.632,4.5849,218.10726515300223,HD 191829                          
1031,93.212760612,65.71842110257,5.344,4.5905,217.84119376974186,* 36 Cam                           
1032,97.80455602496998,-35.25885726744,5.82,4.5915,217.79374931939452,CD-35 2947                         
1033,144.17855301204537,31.161759623688887,5.56,4.5921,217.76529256767057,HD 83069                           
1034,177.42111389337998,-63.788472407499995,4.308,4.5957,217.59470809669907,* j Cen                            
1035,320.73441025836996,-9.319328024739999,5.965,4.598,217.48586341887778,* 17 Aqr                           
1036,113.56621917975998,3.3717243208,5.817,4.603,217.24961981316534,* del03 CMi                        
1037,56.12712710950999,-1.1630909663,5.25,4.6032,217.24018074383036,* 24 Eri                           
1038,356.0501930721,-64.40445209814001,5.711,4.6033,217.23546151673798,HD 222820                          
1039,115.05636920919,-19.66086011416,5.921,4.6036,217.22130506560083,HD 61774                           
1040,58.99239099167999,47.87142305973,5.379,4.6094,216.9479758753851,HD 24504                           
1041,278.34638040543996,-38.72598312136,5.59,4.6115,216.84918139434023,* kap02 CrA                        
1042,166.22581897427,-35.80467130162,5.414,4.6163,216.62370296557847,HD 96146                           
1043,330.82930254812,11.38654843765,5.822,4.6202,216.44084671659238,* 21 Peg                           
1044,170.78388104412997,-56.77935452756,5.807,4.6206,216.4221096827252,HD 99022                           
1045,14.651496935016665,-29.3574533863875,4.27,4.6224,216.33783316026307,* alf Scl                          
1046,136.63236601269,38.45221393586,4.539,4.6253,216.2021922902298,HD 77912                           
1047,242.11698245115997,8.53431090754,5.73,4.6276,216.09473593223268,* 47 Ser                           
1048,110.26805031416998,-25.89164492039,5.886,4.6281,216.07138998725182,V* MZ CMa                          
1049,245.61664827467874,-49.572352378579446,5.318,4.629,216.02937999567945,HD 147152                          
1050,318.93684309798,-15.171501338139999,5.317,4.6316,215.90810950859316,* 29 Cap                           
1051,142.31133167343995,-35.95133743857333,4.51,4.6349,215.75438520787935,* eps Ant                          
1052,289.09059235548995,-45.46602890585,5.371,4.6441,215.32697401003423,HD 179886                          
1053,104.10763680909,9.956573690559999,5.897,4.6443,215.31770126822124,HD 51104                           
1054,261.0544936782054,-44.162585553446945,5.108,4.6451,215.2806182859357,HD 157243                          
1055,30.646154213199996,13.47672089669,5.94,4.6547,214.83661675295937,HD 12479                           
1056,218.66508618453997,49.36835357935,5.74,4.6569,214.73512422426936,V* CH Boo                          
1057,56.49691638472999,45.68189933254,5.655,4.6643,214.39444289604015,HD 23300                           
1058,325.56438039156996,5.680138786830001,5.301,4.6658,214.32551759612497,* 7 Peg                            
1059,199.40119403369457,5.4698840927341665,4.8,4.6693,214.16486411239376,* sig Vir                          
1060,286.7441787220833,11.071227038333333,5.086,4.67,214.13276231263384,* 18 Aql                           
1061,123.28695025009998,29.65653798891,5.605,4.672,214.04109589041096,* 15 Cnc                           
1062,305.02504865137996,68.88031782575,5.55,4.6728,214.0044512925869,V* AC Dra                          
1063,106.41260613119998,9.185790690760001,5.78,4.6749,213.9083188945218,HD 53510                           
1064,117.39750645649998,-33.288950384079996,5.585,4.6797,213.6889116823728,HD 63852                           
1065,245.2971488058333,-25.592792076666665,2.89,4.68,213.67521367521366,* sig Sco                          
1066,212.07209479917995,49.458165679820006,5.25,4.6882,213.30148031227336,* 13 Boo                           
1067,115.09671017843999,-15.26391964179,4.951,4.6915,213.1514441010338,* 140 Pup                          
1068,50.54955597389999,27.60755427903,5.52,4.692,213.12872975277068,* 62 Ari                           
1069,219.07929592109997,-46.24545086947,5.55,4.6989,212.81576539190024,HD 128068                          
1070,284.50790911927993,38.26618875682,5.883,4.7025,212.6528442317916,HD 176318                          
1071,340.20382124931,-57.42231911624,5.967,4.7073,212.43600365389926,HD 214632                          
1072,83.00166704166665,-0.2990951111111111,2.41,4.71,212.31422505307856,* del Ori                          
1073,247.63978533201995,20.479187364309997,5.243,4.7137,212.14756984958737,* s Her                            
1074,97.20446000750998,-7.03305939648,4.6,4.7209,211.8240166070029,* bet Mon A                        
1075,122.7949575175,-48.461992611650004,5.806,4.7225,211.75224986765483,HD 68657                           
1076,9.193504439169999,44.48858893799,5.129,4.724,211.68501270110076,V* V428 And                        
1077,326.0464839141667,9.875008653333333,2.39,4.73,211.41649048625789,* eps Peg                          
1078,26.524855753569994,-50.81625446599,5.49,4.73,211.41649048625789,* 120 Phe                          
1079,93.71935536055375,22.506787327170834,3.28,4.7312,211.3628677713899,* eta Gem                          
1080,181.08008365342997,-63.165699073649996,4.716,4.7314,211.35393329669864,* tet02 Cru                        
1081,1.2756286688299998,61.31397009099,5.791,4.7337,211.2512411010415,V* V567 Cas                        
1082,152.5314164699679,-8.408169947809723,5.901,4.7357,211.16202462149207,* 17 Sex                           
1083,99.19415855809999,-13.32102125449,5.939,4.7364,211.1308166539988,HD 47182                           
1084,132.50929849994,-29.462999240669998,5.867,4.7397,210.98381754119458,HD 75629                           
1085,120.04891028552997,73.91791768463,5.347,4.7407,210.939312759719,HD 64307                           
1086,197.44936483103996,16.848612261659998,5.87,4.7425,210.8592514496574,HD 114326                          
1087,101.82795129715998,-55.539990001229995,5.61,4.7458,210.7126301150491,V* V448 Car                        
1088,269.62562336379244,30.189274347854443,4.41,4.7477,210.62830423152263,* nu. Her                          
1089,207.42843653773997,21.2641013137,4.91,4.7492,210.5617788259075,* e Boo                            
1090,242.90848081090996,23.494801399740002,5.7,4.7493,210.55734529299056,* 10 Her                           
1091,97.20672069808998,-7.03465334713,5.32,4.7504,210.508588750421,* bet Mon C                        
1092,331.50813620808,45.01434730194,5.07,4.7509,210.48643414931908,HD 209945                          
1093,109.20759145422498,-67.95715267864945,3.99,4.7522,210.4288540044611,* del Vol                          
1094,76.53521971613999,58.972373117450005,5.08,4.7543,210.33590644258885,* 11 Cam                           
1095,322.16498688041656,70.56071518916666,3.23,4.76,210.0840336134454,* bet Cep                          
1096,350.47889797062,31.81246548699,5.348,4.7612,210.0310846005209,* 64 Peg                           
1097,166.48987497419998,-27.287853530110002,5.71,4.7616,210.01344086021507,* chi02 Hya                        
1098,244.31396303711,59.75501684317,5.4,4.763,209.95171110644552,V* AT Dra                          
1099,29.942500006849997,-20.82453857307,5.429,4.7635,209.92967355935764,* 57 Cet                           
1100,220.25579082935,-36.13485910245,5.658,4.7666,209.79314396005537,HD 128974                          
1101,95.01759990922999,14.65112954836,5.658,4.7705,209.62163295252068,HD 44033                           
1102,108.83778388793998,-30.68644939833,5.337,4.7717,209.56891673826937,HD 56342                           
1103,288.42792164862993,2.29369730489,5.15,4.773,209.5118374188142,* 21 Aql                           
1104,122.51573721591998,58.2482451388,5.89,4.7759,209.38461860591718,HD 67224                           
1105,25.145067440228743,40.57703880590834,4.94,4.7804,209.18751568906364,* tau And                          
